ID,nomeArtistico,generoMusical,descricao,categoria,youtube,instagram,status,valorTipoEvento,endereco,notaMedia,QtdDeVotos,QtdDeEventosPresente,QtdDeStrike,SequenciaDeEventoSeguido,QtdDeVisualizacoes,QtdVisualizacoesSucesso
479,La 25,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de brega,Dupla,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,103,157,0,2,227,199
480,La Cumparsita Rock 72,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Jazz,Banda,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,38,126,0,3,344,269
481,La Máquina de Hacer Pájaros,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de forró,Orquestra,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,52,132,1,3,269,252
482,Las Pelotas,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de forró,outros,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,44,199,0,4,329,243
483,Les Luthiers,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Brega,outros,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,24,53,0,9,349,153
484,Lethal,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Brega,Banda,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,28,38,1,6,341,226
485,Los Cafres,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de Brega,Solo,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/caramelotdp/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,33,197,1,3,465,349
486,Los Chalchaleros,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda Instrumental,outros,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,24,90,0,9,313,283
487,Los Cinco Latinos,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de ritmos nordestinos,Orquestra,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,84,126,1,8,353,184
488,Los Fronterizos,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de forró,Banda,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,89,173,0,0,489,178
489,Los Gardelitos,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda de Baião,Orquestra,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,57,65,0,9,411,137
490,Los Piojos,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de ritmos nordestinos,Banda,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,80,136,0,9,360,258
491,Man Ray (grupo),"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Baião,Banda,https://www.youtube.com/watch?v=REUXbGaEl94&list=RDTMOke-IyDfU&index=10,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,38,161,0,3,380,293
492,Manal,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Funk,Banda,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,78,86,1,6,147,92
493,Miranda!,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda Instrumental,Solo,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,7,109,0,5,415,370
494,El Otro Yo,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de Jazz,Solo,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/kevinho/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,77,81,0,1,341,231
495,Patricio Rey y sus Redonditos de Ricota,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Baião,Solo,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/kevinho/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,56,178,0,6,276,196
496,Los Pericos,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de forró,Dupla,https://www.youtube.com/watch?v=2kqdlAYNEzk&list=RDTMOke-IyDfU&index=4,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,98,156,0,0,327,210
497,Perotá Chingó,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda Instrumental,Dupla,https://www.youtube.com/watch?v=TMOke-IyDfU,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,99,146,0,0,321,157
498,Pescado Rabioso,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de brega,Banda,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/viniciuspoeta/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54160180"", ""numero"": '500', ""logradouro"": ""Rua Açucena"", ""bairro"": ""Engenho Velho"", ""cidade"": ""Jaboatão dos Guararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,63,63,1,3,224,129
499,Polifemo (banda),"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Funk,Banda,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/paulinhomenosemais/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""1251216"", ""numero"": '85', ""logradouro"": ""Rua da paz"", ""bairro"": ""Recife Antigo"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",3,17,195,0,2,211,197
500,PorSuiGieco,"""[{""ID"" : 7,  ""Tipo"" : ""Arrocha""} , {""ID"" : 8, ""Tipo"" ,  ""Axé""},  {""ID"" : 9, ""Tipo"" :  ""Baião'""}]""",Banda de Pop,Dupla,https://www.youtube.com/watch?v=ysOhcVsqAUM&list=RDTMOke-IyDfU&index=3,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 '""},{ ""Tipo"" : "" Casa de Show "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Evento Beneficente "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Happy hour "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""54330212"", ""numero"": '311', ""logradouro"": ""Primeira Rua do Colégio"", ""bairro"": ""Prazeres"", ""cidade"": ""Jaboatão dos Guarararapes"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,54,153,0,0,231,210
501,Rata Blanca,"""[{ ""ID"" : 1,  ""Tipo'"" : ""jazz"" }, {""ID"" : 2, ""Tipo'"" :  ""Blues""}, {""ID"" : 3, ""Tipo"" :  ""Bossa Nova""}]""",Banda Clássica,Orquestra,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/kevinho/?hl=pt-br,Desativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Casamento "" . ""Valor"" :  ""R$  700.00 "" },{ ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  400.00"" },{ ""Tipo"" : ""Festa"" . ""Valor"" :  ""R$  300.00 "" },{ ""Tipo"" : ""Noivado""  , ""Valor"" :  ""R$  600.00"" }]""","""[{""cep"": ""53441301"", ""numero"": '31', ""logradouro"": ""Travessa Oitenta e Quatro"", ""bairro"": ""Maranguape I"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",5,60,131,0,6,152,140
502,Ratones Paranoicos,"""[{""ID"" : 4,  ""Tipo"" : ""Infantil""},  {""ID"" : 5, ""Tipo"" :  ""Instrumental""}, {""ID"" : 6 , ""Tipo"" :  ""K-Pop""}]""",Banda de Jazz,Banda,https://www.youtube.com/watch?v=2GsBx_SmjOI,https://www.instagram.com/palittointimistas/?hl=pt-br,Ativo,"""[{ ""Tipo"" : ""Apresentação em Restaurante "" , ""Valor"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Batizado "" , ""Valor"" :  'R$  200.00 ' } , { ""Tipo"" : "" Evento Corporativo "" , ""Valor"" :  ""R$  800.00 "" } ,  { ""Tipo"" : "" Evento Religioso "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 "" }]""","""[{""cep"": ""53404040"", ""numero"": '431', ""logradouro"": ""Rua Tuela"", ""bairro"": ""Tabajara"", ""cidade"": ""Paulista"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",2,106,197,0,6,374,211
503,La Renga,"""[{ ""ID"" : 4, ""Tipo"" : ""Infantil""} , {""ID"" : 5, ""Tipo"" :  ""Instrumental""} , {""ID"" : 6, ""Tipo"" :  ""K-Pop""}]""",Banda de Funk,Dupla,https://www.youtube.com/watch?v=TMOke-IyDfU,https://www.instagram.com/caramelotdp/?hl=pt-br,Ativo,"""[{ ""Tipo"" : "" Apresentação em Bar "" , ""Valor'"" :  ""R$  500.00 "" } , { ""Tipo"" : "" Comemoração "" , ""Valor"" :  ""R$  500.00"" }, { ""Tipo"" : "" Coquetel "" , ""Valor"" :  ""R$  500.00 ""},{ ""Tipo"" : "" Formaturas "" , ""Valor"" :  ""R$  500.00 "" },{ ""Tipo"" : "" Noivado "" , ""Valor"" :  ""R$  500.00 '""}]""","""[{""cep"": ""50870000"", ""numero"": '18', ""logradouro"": ""Rua Capitão Antônio Vidal"", ""bairro"": ""Areias"", ""cidade"": ""Recife"", ""estado"": ""PE"", ""complemento"" : ""N\a""}]""",4,6,174,0,10,415,200
